headerdatestamp|headeridentifier|headersetSpec|metadata.mods.accessCondition#text|metadata.mods.accessCondition@type|metadata.mods.accessCondition@xlink:href|metadata.mods.genre#text|metadata.mods.genre@authority|metadata.mods.language.languageTerm#text|metadata.mods.language.languageTerm@type|metadata.mods.location.url.0#text|metadata.mods.location.url.0@access|metadata.mods.location.url.0@usage|metadata.mods.location.url.1#text|metadata.mods.location.url.1@access|metadata.mods.name.role.roleTerm#text|metadata.mods.name.role.roleTerm@type|metadata.mods.namenamePart|metadata.mods.note.0|metadata.mods.note.1|metadata.mods.note.2|metadata.mods.note.3|metadata.mods.note.4|metadata.mods.note.5|metadata.mods.originInfo.0publisher|metadata.mods.originInfo.1dateOther|metadata.mods.originInfopublisher|metadata.mods.physicalDescription.0note|metadata.mods.physicalDescription.1internetMediaType|metadata.mods.physicalDescriptioninternetMediaType|metadata.mods.relatedItem.titleInfotitle|metadata.mods.subject.0geographic|metadata.mods.subject.10topic|metadata.mods.subject.11topic|metadata.mods.subject.12topic|metadata.mods.subject.13topic|metadata.mods.subject.14topic|metadata.mods.subject.15topic|metadata.mods.subject.16topic|metadata.mods.subject.17topic|metadata.mods.subject.18topic|metadata.mods.subject.19topic|metadata.mods.subject.1geographic|metadata.mods.subject.20topic|metadata.mods.subject.21topic|metadata.mods.subject.22topic|metadata.mods.subject.23topic|metadata.mods.subject.24topic|metadata.mods.subject.25topic|metadata.mods.subject.26topic|metadata.mods.subject.27topic|metadata.mods.subject.28topic|metadata.mods.subject.29topic|metadata.mods.subject.2geographic|metadata.mods.subject.30topic|metadata.mods.subject.31topic|metadata.mods.subject.32topic|metadata.mods.subject.33topic|metadata.mods.subject.3geographic|metadata.mods.subject.4geographic|metadata.mods.subject.4topic|metadata.mods.subject.5geographic|metadata.mods.subject.5topic|metadata.mods.subject.6geographic|metadata.mods.subject.6topic|metadata.mods.subject.7topic|metadata.mods.subject.8topic|metadata.mods.subject.9topic|metadata.mods.titleInfo.0title|metadata.mods.titleInfo.1title|metadata.mods.titleInfo.2title|metadata.mods.titleInfotitle|metadata.mods@version|metadata.mods@xmlns|metadata.mods@xmlns:xlink|metadata.mods@xmlns:xsi|metadata.mods@xsi:schemaLocation|metadata.modstypeOfResource
2019-06-18T15:10:22Z|garner_65|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A65|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A65/datastream/TN/view|preview|creator|text|W. O. Garner|Shows a two story wood frame house with a porch on the front and left side. The porch has two different decorative railings, one on the front and the other on the side, and decoration at the top of the posts. There is a path on the right side that leads to the porch steps. There is a bench, three rocking chairs and a wicker chair on the porch. The front of the house has a window in the front peak, two windows with shutters on the second floor, and two windows with shutters on the first floor; there are lace curtains visible in the left first floor window. The front door is between the two windows and has a screen door. There are windows on the side that are barely visible through a smaller tree as high as the house. The base of the house is brick. To the left of the house there is an outbuilding with a door facing the front. There is a lawn surrounding the house and a board fence behind the house. In front of the house there is a large tree more than twice the height of the house as well as trees larger than the house on the sides.|Document ID: bcapp00213|Original ID: Garner 156 (album 95)|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (5 x 7 inches)|image/jpeg|    |    |Blount County, Tennessee|Brickwork - Tennessee - Maryville|Dwellings - Tennessee - Maryville|Wooden buildings - Tennessee - Maryville|Willard House (Maryville, Tennessee)|Chairs|Benches - Tennessee - Maryville|Houses - Tennessee - Maryville|Seating furniture - Tennessee - Maryville|Stairways - Tennessee - Maryville|Buildings|Southern Appalachia|Porches - Tennessee - Maryville|    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Fences - Tennessee - Maryville|    |Trees - Tennessee - Maryville|    |Architecture|Architectural elements - Tennessee - Maryville|Outbuildings - Tennessee - Maryville|Lawns - Tennessee - Maryville|    |    |    |Willard House on Oak Park|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_13|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A13|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A13/datastream/TN/view|preview|creator|text|Garner, William Orland|Shows a wooden bridge over a creek with a woman and two boys standing on it. There are trees in the background and rocks along the creek.|Document ID: bcapp00122|Original ID: Garner 165|    |    |    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|Photographic prints (8 x 10 inches)|image/jpeg|    |    |Geographic features|    |    |    |    |    |    |    |    |    |    |Blount County, Tennessee|    |    |    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |Cades Cove, Tennessee|Maryville, Tennessee|    |    |Streams - Tennessee - Blount County|    |Trees - Tennessee - Blount County|Bridges - Tennessee - Blount County|Clothing and dress - Tennessee - Blount County|Rocks - Tennessee - Blount County|    |    |    |Abrams Creek and bridge|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_61|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A61|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A61/datastream/TN/view|preview|creator|text|W. O. Garner|Shows an African American boy, probably between 10 and 14 years old, standing on grass with trees in the background. He is wearing a buttoned double breasted coat with a shirt and tie beneath it, knickers, knee high socks, laced shoes, and a hat. His left arm is at his side and the right is behind his back. He has a flower or decoration on his lapel.|Document ID: bcapp00177|Original ID: Garner 198A|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (4 x 4 1/2 inches)|image/jpeg|    |    |Blount County, Tennessee|Boys - Tennessee - Maryville|Clothing and dress - Tennessee - Maryville|Trees - Tennessee - Maryville|African American boys - Tennessee - Maryville|School children - Tennessee - Maryville|    |    |    |    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Shoes - Tennessee|    |African Americans - Children - Tennessee - Maryville|    |Hats|African Americans - Tennessee - Maryville|Suits (Clothing)|Grasses|    |    |    |Young boy dressed in a suit|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_99|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A99|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A99/datastream/TN/view|preview|creator|text|W. O. Garner|Shows interior view of entrance hall of a house. There is a stairway with wooden, decorative railings and balusters. On the side of the stairway is a small table with a glass vase and basket sitting on a cloth; there are wooden chairs on either side of the table: the one on the right has arms and the other is child sized. There is a wooden door with decorative molding towards the left with part of a decorative wooden bench to its left. There is another door to a closet under the stairway. On the floor is a carpet or rug with decorative throw rugs laid on it. There are pictures hanging on the wall|Document ID: bcapp00105|Original ID: Garner 210|    |    |    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|Photographic prints (8 x 10 inches)|image/jpeg|    |    |Architectural elements|Interior decoration|Tables|Rugs|Interiors - Tennessee - Maryville|Seating furniture - Tennessee - Maryville|Doors and doorways - Tennessee - Maryville|Entrance halls - Tennessee - Maryville|Balusters|Chairs|Benches - Tennessee - Maryville|Interiors|Burger House (Maryville, Tennessee)|    |    |    |    |    |    |    |    |    |Blount County, Tennessee|    |    |    |    |Southern Appalachia|Cades Cove, Tennessee|    |Maryville, Tennessee|    |    |Moldings - Tennessee - Maryville|Stairways - Tennessee - Maryville|Floor coverings|Hand railings - Tennessee - Maryville|    |    |    |Staircase at Burger house on West Broadway, Maryville, Tennessee|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_50|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A50|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A50/datastream/TN/view|preview|creator|text|W. O. Garner|Shows a wooden building, not very substantial, with an open door and barrels visible inside. There are trees in the foreground and background.|Document ID: bcapp00149|Original ID: Garner 49|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (5 x 7 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 76.|Blount County, Tennessee|    |    |    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Wooden buildings - Tennessee - Blount County|    |Industry|    |Stills (Distillaries) - Tennessee - Blount County|Trees - Tennessee - Blount County|Barrels - Tennessee - Blount County|    |    |    |    |Wildcat still, outside view|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_19|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A19|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A19/datastream/TN/view|preview|creator|text|Garner, William Orland|Shows a brick church with Gothic stained glass windows, a steeple, and a slate roof at the corner of two streets. There is a iron fence around the building and small trees in the lawn area. There is an electric pole with electric lines at the street corner; the pole has posters on it. There are dirt sidewalks and streets with stones at the corner. There are wooden boards on the grass area between the sidewalks and the street. In the background some wooden structures, houses and an outbuilding are visible.|Document ID: bcapp00129|Original ID: Garner 3|    |    |    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|Photographic prints (8 x 10 inches)|image/jpeg|    |    |Buildings|Windows -Tennessee - Maryville|Electric lines -Tennessee - Maryville|Roofs -Tennessee - Maryville|Churches -Tennessee - Maryville|Utility poles -Tennessee - Maryville|New Providence Church (Maryville, Tennessee)|Wooden buildings -Tennessee - Maryville|Lawns -Tennessee - Maryville|Stained glass -Tennessee - Maryville|Presbyterian churches -Tennessee - Maryville|Blount County, Tennessee|Brickwork -Tennessee - Maryville|Fences -Tennessee - Maryville|Sidewalks -Tennessee - Maryville|    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |Cades Cove, Tennessee|Maryville, Tennessee|    |    |Streets -Tennessee - Maryville|    |Architectural elements -Tennessee - Maryville|Trees -Tennessee - Maryville|Bricks -Tennessee - Maryville|Steeples|    |    |    |New Providence Presbyterian Church, Broadway at College Streets, Maryville, Tennessee|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_52|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A52|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A52/datastream/TN/view|preview|creator|text|W. O. Garner|Shows a group men turning a threshing wheel by hand. There is a log shed and another log building with a wood shingle roof. There is a split rail fence in the middle and a hillside with plants in the background. Most of the men are wearing shirts and pants with suspenders; at least one has on bib overalls; a couple have on hats.|Document ID: bcapp00151|Original ID: Garner filed between 56 and 57|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (4 x 5 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 5.|Blount County, Tennessee|Threshing - Tennessee - Cades Cove|Sheds - Tennessee - Cades Cove|Wooden buildings - Tennessee - Cades Cove|Log buildings - Tennessee - Cades Cove|Clothing and dress - Tennessee - Cades Cove|Overalls - Tennessee - Cades Cove|    |    |    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Agricultural workers - Tennessee - Cades Cove|    |Agriculture|    |Men - Tennessee - Blount County|Roofs - Tennessee - Cades Cove|Fences - Tennessee - Cades Cove|Threshing machines - Tennessee - Cades Cove|    |    |    |Threshing grain in Cades Cove|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_40|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A40|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A40/datastream/TN/view|preview|creator|text|Garner, William Orland|Shows water falling over rock formation into the creek in the foreground. Trees surround the waterfall.|Document ID: bcapp00089|Original ID: Garner 120|    |    |    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|Photographic prints (8 x10 inches)|image/jpeg|    |    |Geographic features|Abrams Creek, Tennessee|    |    |    |    |    |    |    |    |    |Blount County, Tennessee|    |    |    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |Cades Cove, Tennessee|Maryville, Tennessee|    |    |Waterfalls - Tennessee - Blount County|    |Abrams Falls, Tennessee|Rock formations - Tennessee - Blount County|Trees - Tennessee - Blount County|Streams - Tennessee - Blount County|    |    |    |Abrams Creek falls|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_117|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A117|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A117/datastream/TN/view|preview|creator|text|Garner, William Orland|Shows passenger train car with open windows on track in front of covered wooden platform. Fenced area next to platform has plants and trees.|Document ID: bcapp00095|Original ID: Garner 131|    |    |    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|Photographic prints (8 x 10 inches)|image/jpeg|    |    |Buildings|    |    |    |    |    |    |    |    |    |    |Blount County, Tennessee|    |    |    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |Cades Cove, Tennessee|Maryville, Tennessee|    |    |Fences - Tennessee - Maryville|    |Railroad stations - Tennessee - Maryville|Railroad passenger cars - Tennessee - Maryville|Trees - Tennessee - Maryville|    |    |    |    |Passenger train in front of Maryville depot|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_110|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A110|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A110/datastream/TN/view|preview|creator|text|W. O. Garner|Shows a smiling African American boy standing barefooted on a surface of dirt and smooth stones. He is wearing a tattered shirt, three quarters length pants, and jacket and a cap. He is holding a paper bag in his right hand. There is a fence with trees on either side of it in the background.|Document ID: bcapp00120|Original ID: Garner 152 (album 103)|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (4 x 5 inches)|image/jpeg|    |    |Blount County, Tennessee|Fences - Tennessee - Maryville|Rocks - Tennessee - Maryville|Hats|    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Smiling|    |Boys - Tennessee - Maryville|    |Feet|Portraits|African Americans - Tennessee - Maryville|Clothing and dress|    |    |    |Smiling barefoot boy|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_14|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A14|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A14/datastream/TN/view|preview|creator|text|W. O. Garner|Shows hill with trees on it with a split rail fence at the bottom with a creek in the foreground. There are two men standing separately in the middle of the hill. There is a group of people further up the hill to the right. Another man is on horseback in front of the fence on the right side; there is the back end of another horse next to the man's horse. In the background there is a two story house with two windows with shutters; one set of shutters is closed.|Document ID: bcapp00128|Original ID: Garner 2|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (8 x 10 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 22, closeups p. 23.|Blount County, Tennessee|Shutters -Tennessee - Maryville|Men -Tennessee - Maryville|Fences -Tennessee - Maryville|Streams -Tennessee - Maryville|Hills -Tennessee - Maryville|Clothing and dress -Tennessee - Maryville|Houses -Tennessee - Maryville|    |    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Trees -Tennessee - Maryville|    |Springs -Tennessee - Maryville|    |John Craigs Fort, Tennessee|Windows -Tennessee - Maryville|Geographic features|Horses -Tennessee - Maryville|    |    |    |Fort Craig site, spring and hillside|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_28|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A28|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A28/datastream/TN/view|preview|creator|text|W. O. Garner|Shows a man leaning against a large log next to a creek with a small waterfall behind him. The man is wearing a long sleeve pullover with the letter H on it, pants, and high boots. His left sleeve is pushed up and he is washing his lower left arm with a cloth that is in his right hand; he holds another cloth in his left hand. The stream is very shallow and rocks are visible beneath the water. There are rocks on the bank of the stream.|Document ID: bcapp00202|Original ID: Garner 37|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (5 x 8 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 74, closeup p. 61.|Swain County, North Carolina|Linnaeus Hastings|Rocks - North Carolina - Swain County|Boots - Tennessee - Blount County|Clothing and dress|Streams - North Carolina - Swain County|    |    |    |    |    |Blount County, Tennessee|    |    |    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |Cades Cove, Tennessee|Maryville, Tennessee|    |    |Pole Bridge Branch (N.C.)|    |Bathing - North Carolina - Swain County|Waterfalls - North Carolina - Swain County|Men - Tennessee - Blount County|Geographic features|    |    |    |Linnaeus Hastings cools off beside a small waterfall on Pole Bridge Branch|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_97|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A97|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A97/datastream/TN/view|preview|creator|text|Garner, W. O.|Shows a group of six African American students standing in front of a decorated cloth screen. The four females are dressed in white dresses and are carrying baskets of flowers, The two males are dressed in suits and hold diplomas. There is an upright piano on the right side with a basket of flowers on top and a bench. On the left side is a small round table with a vase with a flower on top and a chair with arms. In the foreground are more baskets of flowers. Behind the screen there is a partially visible United States flag. There is a large drape across the top and drapes on either side of the screen.|Document ID: bcapp00102|Original ID: Garner 184|    |    |    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|Photographic prints (8 x 10 inches)|image/jpeg|    |    |Blount County, Tennessee|Celebrations and ceremonies|African Americans - Tennessee - Maryville|Pianos|Students - Tennessee - Maryville|Dresses - Tennessee - Maryville|Suits (Clothing)|Graduation ceremonies - Tennessee - Maryville|Baskets|Flags - American|Furniture|Southern Appalachia|Group portraits|Clothing and dress|    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Chairs|    |Draperies|    |Tables|Flowers - Tennessee - Maryville|Bouquets|Screen paintings|    |    |    |Graduation ceremony, Freemans Institute, Maryville, Tennessee|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
